input_text	target_text
En 2011, protagonizó la película “Monte Carlo.” La película fue lanzada a las revisiones generalmente positivas, y ganó los 2010 escritores de la concesión de América Guillermo para la forma larga del guión de los niños o el specia	En 2011, salió en la película “Monte Carlo.” La película tenía reseñas generalmente positivas, y en 2010 ganó el premio para los escritores de la concesión de América Guillermo para la forma larga del guion de los niños
Debido al éxito de la serie, Gómez trabajó en varias películas, programas de televisión y colaboraciones musicales para la red en los años siguientes	Debido al éxito de la serie, Gómez trabajó en varias películas, programas de televisión y colaboraciones musicales para la red en los años siguientes
Ella es la productora de “13 Reasons Why” en Netflix en 2017	Ella es la productora de “13 Reasons Why” en Netflix en 2017
Gómez formó la banda de pop-rock Selena Gomez & the Scene a través de su contrato discográfico con Hollywood Records	Gómez formó la banda de pop-rock Selena Gomez & the Scene a través de su contrato discográfico con Hollywood Records
Su popular canciones son “I Love You Like a Love Song,” “Kill Em With Kindness,” y “Tell Me Something I Don’t Know.” Ella hace muchas colaboraciones	Sus canciones populares son “I Love You Like a Love Song,” “Kill Em With Kindness,” y “Tell Me Something I Don’t Know.” Ella hace muchas colaboraciones
Ella ha trabajado con Charlie Puth en la canción 'We Don't Talk Anymore', y con Kygo en 'It Aint Me'	Ella ha trabajado con Charlie Puth en la canción 'We Don't Talk Anymore', y con Kygo en 'It Aint Me'
Ella salió con Justin Bieber en el pasado por un tiempo	Ella salió con Justin Bieber en el pasado por un tiempo
Selena Gomez y Justin Bieber estaban novios por un o dos años	Selena Gomez y Justin Bieber fueron novios por uno o dos años
Ella es ahora en una relación con The Weeknd	Ella está ahora en una relación con The Weeknd
Ella liberado un marca de ropa con K-Mart en 2010.	Ella lanzó una marca de ropa con K-Mart en 2010.
Taylor Swift es un persona muy famoso	Taylor Swift es una persona muy famosa
Ella es una cantante	Ella es cantante
Ella es alta	Ella es alta
Ella es rubia	Ella es rubia
Ella tiene los ojos azules	Ella tiene los ojos azules
Ella es de Kentucky	Ella es de Kentucky
Ella tiene muchos canciones	Ella tiene muchas canciones
Ella es bonita	Ella es bonita
Ella es simpática	Ella es simpática
Ella tiene piernas	Ella tiene piernas
Ella tiene brazos	Ella tiene brazos
Ella tiene un boca y dos ojos	Ella tiene una boca y dos ojos
Ella es trabajadora	Ella es trabajadora
Ella es lista	Ella es lista
Ella no es perezosa	Ella no es perezosa
Ella es una persona buena	Ella es una persona buena
Ella le gusta gatas y perros	A ella le gustan los gatos y los perros
Ella le gusta comida	A ella le gusta la comida
Ella le gusta cantarse	A ella le gusta cantar
Ella tiene muchos amigos	Ella tiene muchos amigos
Ella tiene los padres y un hermano	Ella tiene padres y un hermano
Elle tiene una gata	Elle tiene una gata
Ella le gusta correr	A ella le gusta correr
Ella le gusta ropa	A ella le gusta la ropa
Ella tiene dos tobillos	Ella tiene dos tobillos
Ella tiene dos pies	Ella tiene dos pies
Ella tiene dos caderas	Ella tiene dos caderas
Ellla tiene dos rodillas	Ella tiene dos rodillas
Ella tiene una estomago	Ella tiene un estómago
Ella tiene un cuello	Ella tiene un cuello
Ella tiene dos orejas	Ella tiene dos orejas
Ella tuene una cabeza	Ella tiene una cabeza
Ella tiene un pecho	Ella tiene un pecho
Ella tiene dos codos	Ella tiene dos codos
Ella tiene muchos dedos	Ella tiene muchos dedos
Ella tiene muchos dientes	Ella tiene muchos dientes
Ella tiene un cara	Ella tiene una cara
Ella tiene un corazon	Ella tiene un corazón
Ella es lista	Ella es lista
Ella no es feo	Ella no es fea
Ella no es malo	Ella no es mala
Ella le gusta zapatos	A ella le gustan zapatos
Ella le gusta botas	A ella le gustan botas
Ella le gusta la cuidad Los Angeles y New York	A ella le gusta la cuidad de Los Angeles y New York
Ella le gusta compras	A ella le gusta comprar
Ella le gusta el supermarcado	A ella le gusta el supermercado
Ella le gusta mazanas	A ella le gustan manzanas
Ella le gusta lechuga	A ella le gusta lechuga
Ella le gusta el color azul	A ella le gusta el color azul
Ella le gusta el color morado	A ella le gusta el color morado
Ella le gusta el color Amarillo	A ella le gusta el color Amarillo
Ella le gusta el color anaranjado	A ella le gusta el color anaranjado
Ella le gusta el color rojo	A ella le gusta el color rojo
Ella no le gusta la dentist	A ella no le gusta el dentista
Ella le gusta la medica	A ella le gusta la médica
Ella le gusta muchos actrices	A ella le gustan muchas actrices
Ella le gusta muchos actors.	A ella le gustan muchos actores.
Yo no me gusta famosas personas	A mí no me gustan personas famosas
Ellos son no interesantes, porque ellos no gusta actividades a mi gusta	Ellos no son interesantes, porque a ellos no les gustan las actividades que a mí me gustan
Pero, Yo quiero hablar una persona famoso	Pero, yo quiero hablar de una persona famosa
entonces yo pueda una amiga famosa	Entonces yo puedo tener una amiga famosa
Yo estoy curioso porque yo quiero conozco que ellos hacer con tus dia	Yo estoy curioso porque yo quiero saber lo que ellos hacen con sus días
Pero, me encontré una gente famosa! Cuando tenia ocho anos, yo encontré Arnold Schwarzenegger	Pero, ¡me encontré a una persona famosa! Cuando tenía ocho años, yo conocí a Arnold Schwarzenegger
Durante el tiempo, el era el governor de California, y el era visiter algunos ciudades en California	En ese tiempo, él era el gobernador de California, y él estaba visitando algunas ciudades en California
El vistó mi cuidad, *CITY*, y yo fue emocionada a el en persona	Él visitó mi cuidad, *CITY*, y yo estaba emocionada a verlo en persona
El era ir la *CITY* centre de commercial, mi papa, mi primos, y mi tio a ver el aqui	Él fue al centro comercial de *CITY*, y mi papá, mis primos, y mi tío fueron a verlo allí
Cuando nosotros llegado, nosotros fue afuera	Cuando nosotros llegamos, nosotros estábamos afuera
Entonces, cuando Arnold caminé por nosotros, el sacudió mi mano!! Yo fue muy emocionada! Este fue mi primero experiencia verando un persona famosa	Entonces, cuando Arnold caminó hacia nosotros, ¡nos dimos la mano! ¡Yo estaba muy emocionada! Esta fue mi primera experiencia viendo a una persona famosa
No soy famosa, y no se alguno quien es famosa	No soy famosa, y no conozco a nadie quien sea famosa
No quiero ser famosa, porque yo no tengo privacidad, y la gente es crítico para mi	No quiero ser famosa, porque yo no tengo privacidad, y la gente es crítica para mí
Pero, si yo hacerse famosa, I quiero ser contento	Pero, si yo me hago famosa, yo quiero estar contento
I quiero comer comida buena, y vive en un a bonita casa	Quiero comer comida buena, y vivir en una bonita casa
Si yo hacerse famosa, no quiero vive en Hollywood, porque yo quiero privacidad	Si yo me hago famosa, no quiero vivir en Hollywood, porque yo quiero privacidad
I quiero un bici bueno,y un auto rapido	Yo quiero una bici buena, y un auto rápido
Tambien, I quiero dos perros, y un bonito gato	También, yo quiero dos perros, y un gato bonito
Si yo hacerse famosa, yo quiero viajar a muchas lugares, especialmente Chile y Ecuador porque me gusta los montañas y los arboles este	Si yo me hago famosa, yo quiero viajar a muchos lugares, especialmente Chile y Ecuador porque me gustan las montañas y los árboles allí
Yo quiero ser simpaticas a mi fantaticos, porque ellos gustame muchos	Yo quiero ser simpática con mis fans, porque ellos me gustan mucho
Pero, no soy famosa….	Pero, no soy famosa….
Beyoncé Knowles es una cantante muy famosa	Beyoncé Knowles es una cantante muy famosa
Ella tiene treinta y cinco años	Ella tiene treinta y cinco años
Ella tiene el pelo rubio y los ojos marrones	Ella tiene el pelo rubio y los ojos marrones
Ella es muy alta, bonita, y talentosa	Ella es muy alta, bonita, y talentosa
Ella es muy divertida, comica, y activa	Ella es muy divertida, cómica, y activa
Ella no es perezosa o aburrida	Ella no es perezosa ni aburrida
Ella es estouinadense	Ella es estadounidense
Es de Houston, Texas, pero vive en New York y California	Es de Houston, Texas, pero vive en New York y California
Tiene una hermana menor	Tiene una hermana menor
La hermana de Beyoncé es Solange	La hermana de Beyoncé es Solange
Solange Knowles es cantante tambien	Solange Knowles es cantante también
Beyoncé está casada con Jay-Z or Sean Carter	Beyoncé está casada con Jay-Z, o Sean Carter
Tienen una hija	Tienen una hija
Su hija es Blue	Su hija es Blue
Beyonce y Jay-Z van a tener dos hijos pronto	Beyonce y Jay-Z van a tener dos hijos pronto
La mamá de Beyoncé es Tina Knowles	La mamá de Beyoncé es Tina Knowles
Ella es diseñadora de ropa	Ella es diseñadora de ropa
Ella le gusta escuchar música, cantar, y bailar	A ella le gusta escuchar música, cantar, y bailar
Ella le gusta viajar	A ella le gusta viajar
Ella visita muchos lugares y saca muchas fotos	Ella visita muchos lugares y saca muchas fotos
El año pasado, ella fue Italy, Paris, y España	El año pasado, ella fue a Italia, París, y España
Ella tiene muchos amigos famosos	Ella tiene muchos amigos famosos
Sus mejores amigas son Kelly Rowland y Michelle Williams	Sus mejores amigas son Kelly Rowland y Michelle Williams
Ellas hacen música juntos	Ellas hacen música juntas
Ella tambien conoce a Rihanna, Kim Kardashian, y Kanye West	Ella también conoce a Rihanna, Kim Kardashian, y Kanye West
Ella también es actor	Ella también es actriz
Ella está en muchas películas	Ella sale en muchas películas
Ella está en Cadillac Records y Dreamgirls.	Ella sale en Cadillac Records y Dreamgirls.
Cristiano Ronaldo no solo es un atleta profesional, pero es un hombre de negocios, un líder, un buen ejemplo para los niños de todo el mundo, filántropo, y una persona humilde, para nombrar algunas cosas	Cristiano Ronaldo no solo es un atleta profesional, sino también un hombre de negocios, un líder, un buen ejemplo para los niños de todo el mundo, un filántropo, y una persona humilde, para nombrar algunas cosas
Ronaldo es mayormente reconocido por ser unos de los mejores futbolistas de todo el mundo	Ronaldo es mayormente reconocido por ser uno de los mejores futbolistas de todo el mundo
Ronaldo viene de Portugal y de una familia muy humilde	Ronaldo viene de Portugal y de una familia muy humilde
Creció en la pobreza, y trabajo muy duro para llegar donde está hoy en día	Creció en la pobreza, y trabajó muy duro para llegar a donde está hoy en día
Desde pequeño empezó a jugar futbol, hasta que tiempo paso y desde los 17 años grandes clubes de futbol empezaron a notar su pasión y habilidades	Desde pequeño empezó a jugar fútbol, hasta los 17 años cuando los grandes clubes de fútbol empezaron a notar su pasión y sus habilidades
Ronaldo ha jugado en equipos como Sporting CP, Manchester United, y actualmente está jugando en Real Madrid y juega para el equipo nacional de Portugal	Ronaldo ha jugado en equipos como Sporting CP, Manchester United, y actualmente está jugando en Real Madrid y juega para el equipo nacional de Portugal
Es el jugador que ha marcado más goles en equipo de Real Madrid, de todos los jugadores que han estado en Real Madrid	Es el jugador que ha marcado más goles en el equipo de Real Madrid, de todos los jugadores que han estado en Real Madrid
Ronaldo es patrocinado por muchas compañías por ejemplo como Nike, grandes compañías de bebidas, electrónicos, ropa, video juegos, y mucho más	Ronaldo es patrocinado por muchas compañías como Nike, grandes compañías de bebidas, electrónicos, ropa, videojuegos, y mucho más
A dedicado mucho de su tiempo libre para ser un filántropo, ayudando a causas como tsunamis, inundaciones, personas enfermas, especialmente niños, y muchas otras causas	Ha dedicado mucho de su tiempo libre para ser filántropo, ayudando a causas como tsunamis, inundaciones, personas enfermas, especialmente niños, y muchas otras causas
